time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,0313,0314,033d,0345,0348,0409,040a,altitude,latitude,longitude,satelites,bearing,angular_speed,slope,initial_coolant_temp,speed_diff,gear_change
506092,2024-10-02 08:25:13,2024-10-02 08:25:11,217,74,True,9.857,17.903,79,18.09,31.36,79,63,1510.5,14.5,5.0,6836.266,90.875,482374.344,0.55,,,,,,,,1280,35.716167,51.286549,12,267.69,0.0143116998663543,1.0582010582003656,26,615.0,71.0
506592,2024-10-02 08:25:13,2024-10-02 08:25:11,217,74,True,9.857,17.603,77,13.832,28.317,80,63,1517.5,14.5,5.0,6836.277,79.375,482970.312,0.55,,,,,,,,1280,35.716167,51.286549,12,267.69,0.0,1.0582010582003656,26,615.0,71.0
507092,2024-10-02 08:25:13,2024-10-02 08:25:11,217,74,True,9.857,17.098,70,12.572,27.969,79,64,1531.0,14.5,5.0,6836.285,73.312,483566.344,0.55,,,,,,,,1280,35.716167,51.286549,12,267.69,0.0,1.0582010582003656,26,616.0,71.0
507592,2024-10-02 08:25:13,2024-10-02 08:25:11,217,74,True,9.857,16.721,67,11.914,27.765,79,64,1532.75,14.5,5.0,6836.293,69.062,484109.094,0.55,,,,,,,,1280,35.716167,51.286549,12,267.69,0.0,1.0582010582003656,26,616.0,71.0
508092,2024-10-02 08:25:15,2024-10-02 08:25:13,217,74,True,9.786,16.382,66,12.133,27.765,80,64,1543.25,14.5,5.0,6836.301,68.188,484776.5,0.55,,,,,,,,1281,35.71616,51.286148,12,268.77,0.0376991118430769,1.0582010582003656,26,616.0,71.0
508592,2024-10-02 08:25:15,2024-10-02 08:25:13,217,74,True,9.857,16.038,67,12.111,27.765,79,65,1547.0,14.5,5.0,6836.312,68.875,485221.188,0.55,,,,,,,,1281,35.71616,51.286148,12,268.77,0.0,1.0582010582003656,26,617.0,71.0
509092,2024-10-02 08:25:15,2024-10-02 08:25:13,217,74,True,9.857,16.748,66,12.088,27.765,79,65,1552.0,14.5,5.0,6836.32,69.688,485740.438,0.55,,,,,,,,1281,35.71616,51.286148,12,268.77,0.0,1.0582010582003656,26,617.0,71.0
509592,2024-10-02 08:25:15,2024-10-02 08:25:13,217,74,True,9.857,16.563,66,12.199,27.649,80,65,1559.5,14.5,5.0,6836.328,69.438,486272.812,0.55,,,,,,,,1281,35.71616,51.286148,12,268.77,0.0,1.0582010582003656,26,617.0,71.0
510092,2024-10-02 08:25:17,2024-10-02 08:25:15,217,74,True,9.929,16.672,66,12.158,27.649,80,66,1568.5,14.5,5.0,6836.34,69.125,486929.688,0.55,,,,,,,,1281,35.716148,51.285751,12,267.87,-0.0314159265358971,1.0582010582003656,26,618.0,71.0
510592,2024-10-02 08:25:17,2024-10-02 08:25:15,217,74,True,9.857,16.691,66,12.041,27.649,79,66,1571.75,14.5,5.0,6836.348,69.062,487345.062,0.55,,,,,,,,1281,35.716148,51.285751,12,267.87,0.0,1.0582010582003656,26,618.0,71.0
511092,2024-10-02 08:25:17,2024-10-02 08:25:15,217,74,True,9.857,16.708,66,12.109,27.649,79,66,1582.5,14.5,5.0,6836.355,69.062,487880.0,0.55,,,,,,,,1281,35.716148,51.285751,12,267.87,0.0,1.0582010582003656,26,618.0,71.0
511592,2024-10-02 08:25:17,2024-10-02 08:25:15,217,74,True,9.786,16.724,66,12.111,27.576,79,66,1589.25,14.5,5.0,6836.367,68.562,488412.219,0.55,,,,,,,,1281,35.716148,51.285751,12,267.87,0.0,1.0582010582003656,26,618.0,71.0
512092,2024-10-02 08:25:19,2024-10-02 08:25:17,217,74,True,9.786,16.894,69,13.24,31.479,79,66,1587.5,14.5,5.0,6836.375,75.375,489043.938,0.55,,,,,,,,1282,35.716133,51.285343,12,267.41,-0.0160570291183471,1.0582010582003656,26,618.0,71.0
512592,2024-10-02 08:25:19,2024-10-02 08:25:17,217,74,True,9.786,17.087,73,13.793,29.236,80,67,1602.25,14.5,5.0,6836.383,79.75,489526.375,0.55,,,,,,,,1282,35.716133,51.285343,12,267.41,0.0,1.0582010582003656,26,619.0,71.0
513092,2024-10-02 08:25:19,2024-10-02 08:25:17,217,74,True,9.857,17.065,69,12.551,28.714,80,67,1608.0,14.5,5.0,6836.395,73.812,490130.75,0.55,,,,,,,,1282,35.716133,51.285343,12,267.41,0.0,1.0582010582003656,26,619.0,71.0
513592,2024-10-02 08:25:19,2024-10-02 08:25:17,217,74,True,9.857,17.045,68,12.066,27.13,79,67,1614.25,14.5,5.0,6836.402,69.562,490686.188,0.55,,,,,,,,1282,35.716133,51.285343,12,267.41,0.0,1.0582010582003656,26,619.0,71.0
514092,2024-10-02 08:25:21,2024-10-02 08:25:19,217,74,True,9.857,16.83,64,11.352,26.392,79,68,1613.5,14.5,5.0,6836.41,63.5,491290.219,0.55,,,,,,,,1282,35.716118,51.284927,12,267.46,0.0017453292519927,1.0582010582003656,26,620.0,71.0
514592,2024-10-02 08:25:21,2024-10-02 08:25:19,217,74,True,9.857,16.481,60,10.162,19.876,79,68,1619.75,14.5,5.0,6836.422,55.812,491672.5,0.55,,,,,,,,1282,35.716118,51.284927,12,267.46,0.0,1.0582010582003656,26,620.0,71.0
515092,2024-10-02 08:25:21,2024-10-02 08:25:19,217,74,True,9.857,16.519,51,9.139,22.546,79,68,1621.75,14.5,5.0,6836.43,41.375,492043.75,0.55,,,,,,,,1282,35.716118,51.284927,12,267.46,0.0,1.0582010582003656,26,620.0,71.0
515592,2024-10-02 08:25:21,2024-10-02 08:25:19,217,74,True,9.857,16.553,52,9.953,22.806,79,67,1615.25,14.5,5.0,6836.441,45.375,492354.625,0.55,,,,,,,,1282,35.716118,51.284927,12,267.46,0.0,1.0582010582003656,26,621.0,71.0
516092,2024-10-02 08:25:23,2024-10-02 08:25:21,217,96,True,9.857,16.741,53,10.184,29.288,79,68,1615.5,14.5,5.0,6836.449,48.5,492753.125,0.55,,,,,,,,1282,35.716099,51.284523,12,266.69,-0.026878070480712,1.0582010582003656,26,622.0,71.0
516592,2024-10-02 08:25:23,2024-10-02 08:25:21,217,96,True,9.857,16.91,61,12.355,31.311,80,68,1619.0,14.5,5.0,6836.457,65.125,493131.0,0.55,,,,,,,,1282,35.716099,51.284523,12,266.69,0.0,1.0582010582003656,26,622.0,71.0
517092,2024-10-02 08:25:23,2024-10-02 08:25:21,217,96,True,9.857,16.709,69,13.793,31.311,79,68,1615.75,14.5,5.0,6836.469,76.75,493697.875,0.55,,,,,,,,1282,35.716099,51.284523,12,266.69,0.0,1.0582010582003656,26,622.0,71.0
517592,2024-10-02 08:25:23,2024-10-02 08:25:21,217,96,True,9.857,16.372,73,14.312,29.727,79,68,1634.0,14.5,5.0,6836.477,79.625,494346.844,0.55,,,,,,,,1282,35.716099,51.284523,12,266.69,0.0,1.0582010582003656,26,622.0,71.0
518092,2024-10-02 08:25:25,2024-10-02 08:25:23,217,96,True,9.929,16.578,68,12.725,28.577,80,69,1643.0,14.5,5.0,6836.488,72.25,495024.5,0.55,,,,,,,,1283,35.716076,51.2841,12,266.17,-0.0181514242207403,1.0582010582003656,26,623.0,71.0
518592,2024-10-02 08:25:25,2024-10-02 08:25:23,217,96,True,9.857,16.763,63,10.986,21.301,79,69,1637.25,14.5,5.0,6836.496,61.0,495493.188,0.55,,,,,,,,1283,35.716076,51.2841,12,266.17,0.0,1.0582010582003656,26,623.0,71.0
519092,2024-10-02 08:25:25,2024-10-02 08:25:23,217,96,True,9.857,16.93,52,9.545,19.891,79,69,1642.25,14.5,5.0,6836.504,44.875,495906.312,0.55,,,,,,,,1283,35.716076,51.2841,12,266.17,0.0,1.0582010582003656,26,623.0,71.0
519592,2024-10-02 08:25:25,2024-10-02 08:25:23,217,96,True,9.857,17.08,52,10.619,29.584,79,69,1640.25,14.5,5.0,6836.516,51.438,496223.594,0.55,,,,,,,,1283,35.716076,51.2841,12,266.17,0.0,1.0582010582003656,26,623.0,71.0
520092,2024-10-02 08:25:27,2024-10-02 08:25:25,217,96,True,9.857,17.411,63,12.307,29.669,79,69,1643.0,14.5,5.0,6836.523,65.938,496713.875,0.55,,,,,,,,1283,35.716057,51.283684,12,266.78,0.0212930168743293,1.0582010582003656,26,623.0,71.0
520592,2024-10-02 08:25:27,2024-10-02 08:25:25,217,96,True,9.786,17.16,67,12.945,27.368,79,69,1639.25,14.5,5.0,6836.535,71.25,497205.156,0.55,,,,,,,,1283,35.716057,51.283684,12,266.78,0.0,1.0582010582003656,26,623.0,71.0
521092,2024-10-02 08:25:27,2024-10-02 08:25:25,217,96,True,9.857,17.091,64,12.014,27.084,79,69,1653.75,14.5,5.0,6836.543,66.125,497726.5,0.55,,,,,,,,1283,35.716057,51.283684,12,266.78,0.0,1.0582010582003656,26,623.0,71.0
521592,2024-10-02 08:25:27,2024-10-02 08:25:25,217,96,True,9.857,17.147,64,11.871,27.026,79,69,1644.25,14.5,5.0,6836.555,65.125,498243.375,0.55,,,,,,,,1283,35.716057,51.283684,12,266.78,0.0,1.0582010582003656,26,623.0,71.0
522092,2024-10-02 08:25:29,2024-10-02 08:25:27,217,96,True,9.857,16.766,64,11.934,26.477,79,69,1649.25,14.5,5.0,6836.562,64.938,498852.25,0.55,,,,,,,,1283,35.716038,51.28326,12,266.84,0.0020943951023932,1.0582010582003656,26,623.0,71.0
522592,2024-10-02 08:25:29,2024-10-02 08:25:27,217,96,True,9.857,16.579,60,10.598,22.943,79,69,1648.75,14.5,5.0,6836.574,56.562,499265.25,0.55,,,,,,,,1283,35.716038,51.28326,12,266.84,0.0,1.0582010582003656,26,623.0,71.0
523092,2024-10-02 08:25:29,2024-10-02 08:25:27,217,96,True,9.857,16.764,56,10.287,23.621,80,69,1650.25,14.5,5.0,6836.582,50.5,499684.062,0.55,,,,,,,,1283,35.716038,51.28326,12,266.84,0.0,1.0582010582003656,26,623.0,71.0
523592,2024-10-02 08:25:29,2024-10-02 08:25:27,217,96,True,9.857,16.774,55,10.354,23.853,79,69,1649.25,14.5,5.0,6836.59,50.25,500082.031,0.55,,,,,,,,1283,35.716038,51.28326,12,266.84,0.0,1.0582010582003656,26,623.0,71.0
524092,2024-10-02 08:25:31,2024-10-02 08:25:29,217,96,True,9.857,16.94,57,10.742,27.56,80,69,1646.25,14.5,5.0,6836.602,54.438,500545.125,0.55,,,,,,,,1284,35.716011,51.282837,12,265.51,-0.0464257581030486,1.0582010582003656,26,623.0,71.0
524592,2024-10-02 08:25:31,2024-10-02 08:25:29,217,96,True,9.786,17.285,61,11.865,29.138,79,69,1646.0,14.5,5.0,6836.609,62.562,500901.188,0.55,,,,,,,,1284,35.716011,51.282837,12,265.51,0.0,1.0582010582003656,26,623.0,71.0
525092,2024-10-02 08:25:31,2024-10-02 08:25:29,217,96,True,9.857,17.243,66,12.598,28.632,79,69,1644.25,14.5,5.0,6836.621,68.625,501406.875,0.55,,,,,,,,1284,35.716011,51.282837,12,265.51,0.0,1.0582010582003656,26,623.0,71.0
525592,2024-10-02 08:25:31,2024-10-02 08:25:29,217,96,True,9.857,17.009,67,12.777,28.339,80,69,1639.5,14.5,5.0,6836.629,71.25,501973.656,0.55,,,,,,,,1284,35.716011,51.282837,12,265.51,0.0,1.0582010582003656,26,623.0,71.0
526092,2024-10-02 08:25:33,2024-10-02 08:25:31,217,96,True,9.857,17.151,68,12.793,28.339,80,69,1649.5,14.5,5.0,6836.641,72.875,502628.406,0.55,,,,,,,,1284,35.715992,51.282421,12,266.78,0.0443313630006553,1.0582010582003656,26,623.0,71.0
526592,2024-10-02 08:25:33,2024-10-02 08:25:31,217,96,True,9.857,17.083,67,12.502,28.885,80,69,1648.75,14.5,5.0,6836.648,71.25,503083.188,0.55,,,,,,,,1284,35.715992,51.282421,12,266.78,0.0,1.0582010582003656,26,623.0,71.0
527092,2024-10-02 08:25:33,2024-10-02 08:25:31,217,96,True,9.857,16.865,67,12.605,29.489,80,69,1650.25,14.5,5.0,6836.656,71.75,503599.562,0.55,,,,,,,,1284,35.715992,51.282421,12,266.78,0.0,1.0582010582003656,26,623.0,71.0
527592,2024-10-02 08:25:33,2024-10-02 08:25:31,217,96,True,9.786,16.669,69,13.037,29.489,80,69,1655.75,14.5,5.0,6836.668,75.062,504160.688,0.55,,,,,,,,1284,35.715992,51.282421,12,266.78,0.0,1.0582010582003656,26,623.0,71.0
528092,2024-10-02 08:25:35,2024-10-02 08:25:33,217,87,True,9.786,16.492,70,13.25,29.489,80,69,1662.5,14.5,5.0,6836.676,76.438,504835.719,0.55,,,,,,,,1285,35.715969,51.281998,12,266.17,-0.0212930168743293,1.0582010582003656,26,623.0,71.0
528592,2024-10-02 08:25:35,2024-10-02 08:25:33,217,87,True,9.786,16.176,70,13.25,29.489,80,70,1662.5,14.5,5.0,6836.688,76.375,505298.562,0.55,,,,,,,,1285,35.715969,51.281998,12,266.17,0.0,1.0582010582003656,26,624.0,71.0
529092,2024-10-02 08:25:35,2024-10-02 08:25:33,217,87,True,9.857,15.892,71,13.197,29.489,81,70,1671.0,14.5,5.0,6836.695,77.062,505886.531,0.55,,,,,,,,1285,35.715969,51.281998,12,266.17,0.0,1.0582010582003656,26,624.0,71.0
529592,2024-10-02 08:25:35,2024-10-02 08:25:33,217,87,True,9.857,15.793,71,12.963,29.489,80,70,1666.75,14.5,5.0,6836.707,76.562,506462.812,0.55,,,,,,,,1285,35.715969,51.281998,12,266.17,0.0,1.0582010582003656,26,624.0,71.0
530092,2024-10-02 08:25:37,2024-10-02 08:25:35,217,87,True,9.929,15.39,70,13.012,29.489,80,70,1673.25,14.5,5.0,6836.715,76.5,507125.062,0.55,,,,,,,,1285,35.715954,51.281567,12,267.55,0.0481710873550433,1.0582010582003656,26,624.0,71.0
530592,2024-10-02 08:25:37,2024-10-02 08:25:35,217,87,True,9.786,15.694,70,12.959,29.489,80,70,1681.5,14.5,5.0,6836.727,76.25,507571.75,0.55,,,,,,,,1285,35.715954,51.281567,12,267.55,0.0,1.0582010582003656,26,624.0,71.0
531092,2024-10-02 08:25:37,2024-10-02 08:25:35,217,87,True,9.786,14.87,70,12.959,29.489,80,70,1680.5,14.5,5.0,6836.734,75.812,508110.594,0.55,,,,,,,,1285,35.715954,51.281567,12,267.55,0.0,1.0582010582003656,26,624.0,71.0
531592,2024-10-02 08:25:37,2024-10-02 08:25:35,217,87,True,9.786,14.599,70,12.967,29.489,81,70,1681.0,14.5,5.0,6836.746,75.375,508667.75,0.55,,,,,,,,1285,35.715954,51.281567,12,267.55,0.0,1.0582010582003656,26,624.0,71.0
532092,2024-10-02 08:25:39,2024-10-02 08:25:37,217,87,True,9.857,14.394,70,13.055,29.517,81,71,1687.25,14.5,5.0,6836.754,75.812,509312.375,0.55,,,,,,,,1286,35.715935,51.281136,12,266.89,-0.023038346126326,1.0582010582003656,26,625.0,71.0
532592,2024-10-02 08:25:39,2024-10-02 08:25:37,217,87,True,9.786,14.601,70,13.092,29.517,80,71,1690.5,14.5,5.0,6836.766,76.062,509776.0,0.55,,,,,,,,1286,35.715935,51.281136,12,266.89,0.0,1.0582010582003656,26,625.0,71.0
533092,2024-10-02 08:25:39,2024-10-02 08:25:37,217,87,True,9.786,14.357,70,13.066,29.517,81,71,1699.25,14.5,5.0,6836.773,75.5,510360.562,0.55,,,,,,,,1286,35.715935,51.281136,12,266.89,0.0,1.0582010582003656,26,625.0,71.0
533592,2024-10-02 08:25:39,2024-10-02 08:25:37,217,87,True,9.786,14.176,70,13.121,29.517,81,71,1698.75,14.5,5.0,6836.785,76.312,510892.438,0.55,,,,,,,,1286,35.715935,51.281136,12,266.89,0.0,1.0582010582003656,26,625.0,71.0
534092,2024-10-02 08:25:41,2024-10-02 08:25:39,217,83,True,9.857,14.092,70,13.049,29.517,80,71,1707.5,14.5,5.0,6836.793,75.812,511570.062,0.55,,,,,,,,1286,35.715919,51.280697,12,267.43,0.0188495559215394,1.0582010582003656,26,625.0,71.0
534592,2024-10-02 08:25:41,2024-10-02 08:25:39,217,83,True,9.786,14.016,69,13.113,29.517,81,71,1704.75,14.5,5.0,6836.805,75.062,512006.625,0.55,,,,,,,,1286,35.715919,51.280697,12,267.43,0.0,1.0582010582003656,26,625.0,71.0
535092,2024-10-02 08:25:41,2024-10-02 08:25:39,217,83,True,9.714,14.105,69,13.076,29.517,81,71,1707.0,14.5,5.0,6836.812,75.5,512556.5,0.55,,,,,,,,1286,35.715919,51.280697,12,267.43,0.0,1.0582010582003656,26,625.0,71.0
535592,2024-10-02 08:25:41,2024-10-02 08:25:39,217,83,True,9.786,13.91,69,13.064,29.517,81,72,1711.0,14.5,5.0,6836.824,75.625,513130.562,0.55,,,,,,,,1286,35.715919,51.280697,12,267.43,0.0,1.0582010582003656,26,626.0,71.0
536092,2024-10-02 08:25:43,2024-10-02 08:25:41,217,83,True,9.929,14.205,65,11.949,26.45,81,72,1716.75,14.5,5.0,6836.832,66.562,513773.5,0.55,,,,,,,,1287,35.715897,51.280266,12,266.4,-0.0359537825910842,1.0582010582003656,26,626.0,71.0
536592,2024-10-02 08:25:43,2024-10-02 08:25:41,217,83,True,9.786,14.275,61,11.107,26.392,80,72,1711.25,14.5,5.0,6836.844,60.938,514158.25,0.55,,,,,,,,1287,35.715897,51.280266,12,266.4,0.0,1.0582010582003656,26,626.0,71.0
537092,2024-10-02 08:25:43,2024-10-02 08:25:41,217,83,True,9.786,14.337,61,11.557,26.392,80,72,1709.75,14.5,5.0,6836.852,62.25,514572.875,0.55,,,,,,,,1287,35.715897,51.280266,12,266.4,0.0,1.0582010582003656,26,626.0,71.0
537592,2024-10-02 08:25:43,2024-10-02 08:25:41,217,83,True,9.786,14.237,62,11.656,26.392,80,72,1709.0,14.5,5.0,6836.863,62.562,515051.375,0.55,,,,,,,,1287,35.715897,51.280266,12,266.4,0.0,1.0582010582003656,26,626.0,71.0
538092,2024-10-02 08:25:45,2024-10-02 08:25:43,217,83,True,9.857,14.304,61,11.578,25.247,81,71,1711.0,14.5,5.0,6836.871,61.562,515598.594,0.55,,,,,,,,1287,35.715878,51.279827,12,266.95,0.019198621771938,1.0582010582003656,26,627.0,71.0
538592,2024-10-02 08:25:45,2024-10-02 08:25:43,217,83,True,9.857,14.285,55,10.158,22.723,81,72,1704.0,14.5,5.0,6836.883,49.812,515955.062,0.55,,,,,,,,1287,35.715878,51.279827,12,266.95,0.0,1.0582010582003656,26,628.0,71.0
539092,2024-10-02 08:25:45,2024-10-02 08:25:43,217,83,True,9.857,14.7,52,9.961,22.336,81,71,1701.25,14.5,5.0,6836.891,45.938,516292.812,0.55,,,,,,,,1287,35.715878,51.279827,12,266.95,0.0,1.0582010582003656,26,629.0,71.0
539592,2024-10-02 08:25:45,2024-10-02 08:25:43,217,83,True,9.857,15.073,53,10.305,23.615,81,71,1706.0,14.5,5.0,6836.902,47.688,516653.812,0.55,,,,,,,,1287,35.715878,51.279827,12,266.95,0.0,1.0582010582003656,26,629.0,71.0
540092,2024-10-02 08:36:47,2024-10-02 08:25:45,217,83,False,9.929,15.409,55,10.553,23.727,81,71,1694.25,14.5,5.0,6836.914,50.812,517091.188,0.55,,,,,,,,1288,35.715858,51.279396,12,266.73,-0.007679448708774,1.0582010582003656,26,629.0,71.0
540592,2024-10-02 08:36:47,2024-10-02 08:25:45,217,83,False,9.786,15.515,55,10.678,23.727,81,71,1691.75,14.5,5.0,6836.922,52.062,517421.688,0.55,,,,,,,,1288,35.715858,51.279396,12,266.73,0.0,1.0582010582003656,26,629.0,71.0
541092,2024-10-02 08:36:47,2024-10-02 08:25:45,217,83,False,9.857,15.454,56,10.781,23.828,81,70,1694.25,14.5,5.0,6836.934,53.375,517839.312,0.55,,,,,,,,1288,35.715858,51.279396,12,266.73,0.0,1.0582010582003656,26,630.0,71.0
541592,2024-10-02 08:36:47,2024-10-02 08:25:45,217,83,False,9.857,15.398,56,10.734,24.066,81,71,1689.25,14.5,5.0,6836.941,52.438,518267.875,0.55,,,,,,,,1288,35.715858,51.279396,12,266.73,0.0,1.0582010582003656,26,631.0,71.0
542092,2024-10-02 08:36:48,2024-10-02 08:25:47,217,83,False,9.929,15.349,56,10.793,24.121,81,70,1687.75,14.5,5.0,6836.953,52.5,518778.75,0.55,,,,,,,,1289,35.715832,51.278965,12,265.75,-0.0342084533390894,1.0582010582003656,26,632.0,71.0
542592,2024-10-02 08:36:48,2024-10-02 08:25:47,217,83,False,9.857,15.461,56,10.881,24.121,81,70,1680.0,14.5,5.0,6836.961,53.375,519126.969,0.55,,,,,,,,1289,35.715832,51.278965,12,265.75,0.0,1.0582010582003656,26,632.0,71.0
543092,2024-10-02 08:36:48,2024-10-02 08:25:47,217,83,False,9.857,15.954,57,11.465,29.41,81,70,1675.5,14.5,5.0,6836.969,57.5,519589.562,0.55,,,,,,,,1289,35.715832,51.278965,12,265.75,0.0,1.0582010582003656,26,632.0,71.0
543592,2024-10-02 08:36:48,2024-10-02 08:25:47,217,83,False,9.857,16.398,63,12.674,29.645,80,70,1684.0,14.5,5.0,6836.98,66.0,520123.625,0.55,,,,,,,,1289,35.715832,51.278965,12,265.75,0.0,1.0582010582003656,26,632.0,71.0
544092,2024-10-02 08:25:51,2024-10-02 08:25:49,217,58,True,9.786,16.405,67,13.311,29.645,81,70,1681.5,14.5,5.0,6836.988,72.75,520924.969,0.55,,,,,,,,1290,35.715813,51.27853,12,266.92,0.0408407044966678,1.0582010582003656,26,632.0,71.0
544592,2024-10-02 08:25:51,2024-10-02 08:25:49,217,58,True,9.857,16.255,67,13.232,29.645,81,70,1678.25,14.5,5.0,6837.0,72.812,521382.938,0.55,,,,,,,,1290,35.715813,51.27853,12,266.92,0.0,1.0582010582003656,26,632.0,71.0
545092,2024-10-02 08:25:51,2024-10-02 08:25:49,217,58,True,9.857,16.12,68,13.387,29.358,81,71,1683.0,14.5,5.0,6837.008,75.625,522010.875,0.55,,,,,,,,1290,35.715813,51.27853,12,266.92,0.0,1.0582010582003656,26,633.0,71.0
545592,2024-10-02 08:25:51,2024-10-02 08:25:49,217,58,True,9.857,15.998,69,13.322,29.291,82,71,1682.0,14.5,5.0,6837.02,76.0,522667.719,0.55,,,,,,,,1290,35.715813,51.27853,12,266.92,0.0,1.0582010582003656,26,633.0,71.0
546092,2024-10-02 08:36:50,2024-10-02 08:25:51,217,58,False,9.929,15.692,68,13.057,29.178,81,71,1692.25,14.5,5.0,6837.027,73.312,523401.062,0.55,,,,,,,,1290,35.715794,51.278099,12,266.89,-0.0010471975511976,1.0582010582003656,26,633.0,71.0
546592,2024-10-02 08:36:50,2024-10-02 08:25:51,217,58,False,9.857,15.613,68,13.088,29.147,82,71,1696.25,14.5,5.0,6837.039,73.75,523908.375,0.55,,,,,,,,1290,35.715794,51.278099,12,266.89,0.0,1.0582010582003656,26,633.0,71.0
547092,2024-10-02 08:36:50,2024-10-02 08:25:51,217,58,False,9.857,15.542,68,13.092,29.132,82,71,1697.75,14.5,5.0,6837.047,72.812,524538.0,0.55,,,,,,,,1290,35.715794,51.278099,12,266.89,0.0,1.0582010582003656,26,633.0,71.0
547592,2024-10-02 08:36:50,2024-10-02 08:25:51,217,58,False,9.857,15.478,68,13.104,28.983,82,71,1700.5,14.5,5.0,6837.059,73.688,525177.438,0.55,,,,,,,,1290,35.715794,51.278099,12,266.89,0.0,1.0582010582003656,26,633.0,71.0
548092,2024-10-02 08:25:55,2024-10-02 08:25:53,217,58,True,9.857,15.42,68,13.078,28.983,82,71,1705.0,14.5,5.0,6837.066,73.062,525936.938,0.55,,,,,,,,1290,35.715771,51.277668,12,266.24,-0.0226892802759254,1.0582010582003656,26,633.0,71.0
548592,2024-10-02 08:25:55,2024-10-02 08:25:53,217,58,True,9.857,15.369,68,13.037,28.983,82,72,1706.75,14.5,5.0,6837.078,73.312,526399.938,0.55,,,,,,,,1290,35.715771,51.277668,12,266.24,0.0,1.0582010582003656,26,634.0,71.0
549092,2024-10-02 08:25:55,2024-10-02 08:25:53,217,58,True,9.857,15.479,67,12.932,28.946,81,72,1707.25,14.5,5.0,6837.09,72.75,527021.625,0.55,,,,,,,,1290,35.715771,51.277668,12,266.24,0.0,1.0582010582003656,26,634.0,71.0
549592,2024-10-02 08:25:55,2024-10-02 08:25:53,217,58,True,9.857,15.617,67,12.926,28.922,81,72,1719.75,14.5,5.0,6837.098,71.75,527649.5,0.55,,,,,,,,1290,35.715771,51.277668,12,266.24,0.0,1.0582010582003656,26,634.0,71.0
550092,2024-10-02 08:37:00,2024-10-02 08:25:55,217,58,False,9.929,15.742,67,13.094,28.888,82,72,1719.25,14.5,5.0,6837.109,72.125,528369.375,0.55,,,,,,,,1290,35.715752,51.277229,12,266.95,0.0247836753783187,0.5611672278341329,26,634.0,71.0
550592,2024-10-02 08:25:58,2024-10-02 08:25:55,217,58,True,9.786,15.658,67,12.941,28.714,82,72,1721.5,14.5,5.0,6837.117,72.188,528849.375,0.55,,,,,,,,1290,35.715752,51.277229,12,266.95,0.0,0.5611672278341329,26,634.0,71.0
551092,2024-10-02 08:37:00,2024-10-02 08:25:55,217,58,False,9.857,15.582,67,12.975,28.714,82,72,1731.75,14.5,5.0,6837.129,71.812,529466.812,0.55,,,,,,,,1290,35.715752,51.277229,12,266.95,0.0,0.5611672278341329,26,634.0,71.0
551592,2024-10-02 08:37:00,2024-10-02 08:25:55,217,58,False,9.857,15.671,67,12.881,28.714,82,72,1732.75,14.5,5.0,6837.137,70.375,530056.562,0.55,,,,,,,,1290,35.715752,51.277229,12,266.95,0.0,0.5611672278341329,26,634.0,71.0
552092,2024-10-02 08:36:52,2024-10-02 08:25:57,217,58,False,9.929,15.555,67,12.963,28.656,82,73,1736.5,14.5,5.0,6837.148,71.0,530792.25,0.55,,,,,,,,1291,35.715725,51.276783,12,265.74,-0.042236967898262,0.5611672278341329,26,635.0,71.0
552592,2024-10-02 08:36:52,2024-10-02 08:25:57,217,58,False,9.857,15.49,67,12.953,28.656,81,73,1740.5,14.5,5.0,6837.156,71.125,531274.625,0.55,,,,,,,,1291,35.715725,51.276783,12,265.74,0.0,0.5611672278341329,26,635.0,71.0
553092,2024-10-02 08:36:52,2024-10-02 08:25:57,217,58,False,9.857,15.431,66,12.914,28.656,82,73,1744.5,14.5,5.0,6837.168,70.812,531867.188,0.55,,,,,,,,1291,35.715725,51.276783,12,265.74,0.0,0.5611672278341329,26,635.0,71.0
553592,2024-10-02 08:36:52,2024-10-02 08:25:57,217,58,False,9.857,15.339,61,11.119,19.781,82,73,1747.0,14.5,5.0,6837.18,57.75,532472.0,0.55,,,,,,,,1291,35.715725,51.276783,12,265.74,0.0,0.5611672278341329,26,635.0,71.0
554092,2024-10-02 08:36:54,2024-10-02 08:25:59,217,58,False,9.714,16.275,42,7.582,10.602,82,73,1752.5,14.5,5.0,6837.188,26.125,532974.688,0.55,,,,,,,,1291,35.715706,51.276344,12,266.95,0.042236967898262,0.5611672278341329,26,635.0,71.0
554592,2024-10-02 08:36:54,2024-10-02 08:25:59,217,58,False,9.786,17.118,38,6.676,10.342,83,73,1740.0,14.5,5.0,6837.199,20.0,533164.375,0.55,,,,,,,,1291,35.715706,51.276344,12,266.95,0.0,0.5611672278341329,26,635.0,71.0
555092,2024-10-02 08:36:54,2024-10-02 08:25:59,217,58,False,9.786,17.407,32,5.775,10.342,83,72,1730.25,14.5,5.0,6837.207,12.938,533390.0,0.55,,,,,,,,1291,35.715706,51.276344,12,266.95,0.0,0.5611672278341329,26,636.0,71.0
