time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,0313,0314,033d,0345,0348,0409,040a,altitude,latitude,longitude,satelites,bearing,angular_speed,slope,initial_coolant_temp,speed_diff,gear_change
0,2024-10-02 08:16:48,2024-10-02 08:16:45,217,87,True,9.786,2.0,55,5.346,0.0,26,12,1080.75,13.4,2.0,6829.301,26.938,24280.062,0.39,,,,,,,,0,0.0,0.0,0,244.96,-0.0014851478516196,0.0,26,0.0,0.0
500,2024-10-02 08:16:48,2024-10-02 08:16:45,217,87,True,9.857,4.271,62,6.75,15.472,27,12,1109.5,13.5,1.0,6829.301,44.75,24547.094,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,0.0,1.0
1000,2024-10-02 08:16:48,2024-10-02 08:16:45,217,87,True,10.0,6.314,46,7.764,0.839,27,12,1606.5,13.8,1.0,6829.305,22.062,24906.469,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,0.0,1.0
1500,2024-10-02 08:16:48,2024-10-02 08:16:45,217,87,True,9.929,8.153,35,4.736,2.496,27,13,1612.0,13.6,1.0,6829.305,9.938,25053.344,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,1.0,1.0
2000,2024-10-02 08:33:12,2024-10-02 08:16:47,217,87,False,9.857,8.514,41,5.09,0.0,27,13,1047.0,13.5,2.0,6829.309,17.875,25232.016,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,1.0,2.0
2500,2024-10-02 08:33:12,2024-10-02 08:16:47,217,87,False,9.857,9.271,43,5.596,0.0,27,12,1033.0,13.5,2.0,6829.309,21.375,25445.219,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,2.0,2.0
3000,2024-10-02 08:33:12,2024-10-02 08:16:47,217,87,False,9.929,10.579,41,6.234,0.0,27,12,1165.5,13.5,1.0,6829.309,11.438,25686.109,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,2.0,3.0
3500,2024-10-02 08:33:12,2024-10-02 08:16:47,217,87,False,9.929,11.992,42,5.895,0.0,27,12,1177.75,13.5,1.0,6829.312,11.125,25927.531,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,2.0,3.0
4001,2024-10-02 08:16:52,2024-10-02 08:16:49,217,87,True,9.857,13.42,42,5.895,0.0,27,12,1149.5,13.5,1.0,6829.312,11.438,26243.438,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,2.0,3.0
4501,2024-10-02 08:16:52,2024-10-02 08:16:49,217,87,True,9.857,14.549,42,5.818,0.0,27,12,1137.75,13.5,1.0,6829.316,13.5,26414.875,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,2.0,3.0
5001,2024-10-02 08:16:52,2024-10-02 08:16:49,217,87,True,9.857,14.349,44,5.586,0.0,27,12,1135.75,13.5,2.0,6829.316,14.375,26635.641,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,2.0,4.0
5501,2024-10-02 08:16:52,2024-10-02 08:16:49,217,87,True,9.857,14.09,47,5.529,0.0,27,12,1131.25,13.4,1.0,6829.32,13.625,26888.688,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,2.0,5.0
6001,2024-10-02 08:33:13,2024-10-02 08:16:51,217,87,False,9.571,14.446,51,5.844,0.0,27,11,988.75,13.5,2.0,6829.32,25.688,27271.734,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,3.0,6.0
6501,2024-10-02 08:33:13,2024-10-02 08:16:51,217,87,False,9.857,14.727,48,5.992,0.0,27,11,1117.5,13.5,1.0,6829.32,17.75,27479.406,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,3.0,7.0
7001,2024-10-02 08:33:13,2024-10-02 08:16:51,217,87,False,9.929,15.176,47,5.992,0.0,27,11,1122.0,13.5,1.0,6829.324,17.0,27711.281,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,3.0,7.0
7501,2024-10-02 08:33:13,2024-10-02 08:16:51,217,87,False,9.857,15.227,48,6.006,0.0,27,11,1114.25,13.5,1.0,6829.324,17.938,27947.203,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,3.0,7.0
8001,2024-10-02 08:16:55,2024-10-02 08:16:53,217,80,True,9.929,14.998,51,6.133,10.712,27,11,1146.25,13.5,1.0,6829.328,28.875,28265.922,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,3.0,7.0
8501,2024-10-02 08:16:55,2024-10-02 08:16:53,217,80,True,10.0,14.753,50,6.006,8.087,27,11,1257.25,13.5,1.0,6829.328,28.188,28505.922,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,3.0,7.0
9001,2024-10-02 08:16:55,2024-10-02 08:16:53,217,80,True,9.929,15.239,43,5.254,5.991,28,11,1252.5,13.5,1.0,6829.328,19.312,28737.344,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,3.0,7.0
9501,2024-10-02 08:16:55,2024-10-02 08:16:53,217,80,True,9.929,15.283,45,5.389,5.908,28,12,1021.5,13.5,2.0,6829.332,26.062,28956.672,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,4.0,8.0
10001,2024-10-02 08:16:58,2024-10-02 08:16:55,217,80,True,9.929,15.01,48,4.814,5.756,28,13,930.0,13.5,2.0,6829.332,29.938,29221.453,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,5.0,8.0
10501,2024-10-02 08:16:58,2024-10-02 08:16:55,217,80,True,9.857,14.764,46,4.939,5.756,28,13,913.75,13.5,2.0,6829.336,27.938,29401.375,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,5.0,8.0
11001,2024-10-02 08:16:58,2024-10-02 08:16:55,217,80,True,9.929,14.542,47,4.84,7.22,28,13,950.25,13.5,2.0,6829.336,27.625,29622.594,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,5.0,8.0
11501,2024-10-02 08:16:58,2024-10-02 08:16:55,217,80,True,9.929,14.5,48,5.447,12.393,28,13,983.25,13.5,2.0,6829.34,28.0,29848.531,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,5.0,8.0
12001,2024-10-02 08:33:15,2024-10-02 08:16:57,217,80,False,9.929,14.305,48,5.225,12.497,28,14,1044.5,13.5,2.0,6829.34,28.0,30115.547,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,6.0,8.0
12501,2024-10-02 08:33:15,2024-10-02 08:16:57,217,80,False,10.0,14.835,46,5.182,12.497,28,14,1038.75,13.5,2.0,6829.344,25.0,30316.328,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,6.0,8.0
13001,2024-10-02 08:33:15,2024-10-02 08:16:57,217,80,False,10.0,14.646,46,5.664,12.891,28,15,1094.75,13.5,2.0,6829.344,25.938,30545.656,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,7.0,8.0
13501,2024-10-02 08:33:15,2024-10-02 08:16:57,217,80,False,9.929,14.593,47,6.268,16.144,28,15,1138.25,13.5,2.0,6829.348,27.875,30799.062,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,7.0,8.0
14001,2024-10-02 08:17:01,2024-10-02 08:16:59,217,80,True,9.929,14.898,48,6.707,16.174,28,16,1193.5,13.5,2.0,6829.348,29.25,31117.266,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,8.0,8.0
14501,2024-10-02 08:17:01,2024-10-02 08:16:59,217,80,True,10.0,15.173,49,7.229,16.174,29,17,1244.75,13.5,2.0,6829.352,31.438,31346.5,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,9.0,8.0
15001,2024-10-02 08:17:01,2024-10-02 08:16:59,217,80,True,9.929,15.617,50,7.527,15.738,29,18,1293.0,13.5,2.0,6829.352,33.5,31654.75,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,10.0,8.0
15501,2024-10-02 08:17:01,2024-10-02 08:16:59,217,80,True,9.929,15.82,48,5.438,4.745,29,18,1334.0,13.5,2.0,6829.355,23.875,31971.031,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,10.0,8.0
16001,2024-10-02 08:17:03,2024-10-02 08:17:01,217,80,True,9.857,16.002,40,4.873,1.584,29,18,1316.75,13.5,2.0,6829.359,17.062,32139.453,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,10.0,8.0
16501,2024-10-02 08:17:03,2024-10-02 08:17:01,217,80,True,9.929,17.304,39,4.574,16.205,29,18,1284.5,13.6,2.0,6829.359,12.125,32335.25,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,10.0,8.0
17001,2024-10-02 08:17:03,2024-10-02 08:17:01,217,80,True,9.929,17.574,43,6.398,24.399,29,18,1296.5,13.5,2.0,6829.363,23.0,32563.312,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,10.0,8.0
17501,2024-10-02 08:17:03,2024-10-02 08:17:01,217,80,True,9.929,17.738,52,8.879,26.862,29,18,1269.0,13.5,2.0,6829.367,40.062,32882.984,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,10.0,8.0
18001,2024-10-02 08:33:16,2024-10-02 08:17:03,217,80,False,9.929,18.16,44,4.4,0.0,29,19,1332.25,13.6,2.0,6829.367,5.938,33299.406,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,11.0,8.0
18501,2024-10-02 08:33:16,2024-10-02 08:17:03,217,80,False,9.857,17.952,41,2.758,23.016,29,19,973.0,13.6,3.0,6829.371,13.812,33423.406,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,11.0,9.0
19001,2024-10-02 08:33:16,2024-10-02 08:17:03,217,80,False,10.0,18.353,51,7.895,32.529,29,19,938.75,13.4,3.0,6829.375,40.375,33579.344,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,11.0,9.0
19501,2024-10-02 08:33:16,2024-10-02 08:17:03,217,80,False,9.857,18.714,88,16.406,32.04,29,20,787.0,12.9,3.0,6829.375,75.5,34022.812,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,12.0,9.0
20001,2024-10-02 08:17:08,2024-10-02 08:17:05,217,80,True,9.857,18.842,93,27.314,32.013,29,20,990.5,12.7,3.0,6829.379,81.625,34814.375,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,12.0,9.0
20501,2024-10-02 08:17:08,2024-10-02 08:17:05,217,80,True,10.0,19.742,94,31.383,32.013,29,20,1018.5,12.7,3.0,6829.383,83.938,35341.844,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,12.0,9.0
21001,2024-10-02 08:17:08,2024-10-02 08:17:05,217,80,True,10.0,20.239,93,34.393,32.013,30,20,905.5,12.9,3.0,6829.387,81.5,35848.672,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,12.0,9.0
21501,2024-10-02 08:17:08,2024-10-02 08:17:05,217,80,True,9.929,20.646,92,36.004,32.013,30,20,903.75,12.9,3.0,6829.387,79.062,36338.266,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,12.0,9.0
22001,2024-10-02 08:33:18,2024-10-02 08:17:07,217,80,False,9.786,21.131,93,33.721,30.63,30,20,1011.25,12.8,3.0,6829.391,82.875,36912.672,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,12.0,9.0
22501,2024-10-02 08:33:18,2024-10-02 08:17:07,217,80,False,10.0,20.312,93,27.697,27.261,30,21,961.5,12.9,3.0,6829.395,76.625,37428.109,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,13.0,9.0
23001,2024-10-02 08:33:18,2024-10-02 08:17:07,217,80,False,9.857,21.065,86,14.07,25.632,30,22,998.5,13.0,3.0,6829.395,77.562,37952.922,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,14.0,9.0
23501,2024-10-02 08:33:18,2024-10-02 08:17:07,217,80,False,9.929,21.586,73,10.162,22.897,30,23,1064.75,13.3,3.0,6829.398,60.25,38338.234,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,15.0,9.0
24001,2024-10-02 08:17:14,2024-10-02 08:17:09,217,77,True,9.857,20.721,64,9.35,21.313,30,24,1123.0,13.4,3.0,6829.402,51.875,38660.531,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,16.0,9.0
24501,2024-10-02 08:17:14,2024-10-02 08:17:09,217,77,True,9.929,20.414,61,8.67,18.188,30,26,1156.75,13.5,3.0,6829.406,47.438,38957.547,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,18.0,9.0
25001,2024-10-02 08:17:14,2024-10-02 08:17:09,217,77,True,10.0,19.941,50,8.553,15.68,30,27,1213.0,13.5,3.0,6829.41,34.688,39309.453,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,19.0,9.0
25501,2024-10-02 08:17:14,2024-10-02 08:17:09,217,77,True,9.857,19.516,34,3.594,0.0,30,27,1080.5,13.6,4.0,6829.414,-5.812,39497.312,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,19.0,10.0
26001,2024-10-02 08:33:19,2024-10-02 08:17:11,217,77,False,9.929,19.76,38,3.152,0.0,30,27,820.5,13.6,4.0,6829.418,12.688,39594.891,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,19.0,10.0
26501,2024-10-02 08:33:19,2024-10-02 08:17:11,217,77,False,9.857,19.98,38,3.109,0.0,30,27,792.25,13.6,4.0,6829.422,13.938,39720.094,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,19.0,10.0
27001,2024-10-02 08:33:19,2024-10-02 08:17:11,217,77,False,9.929,20.727,38,3.242,0.0,30,27,813.0,13.6,4.0,6829.426,12.312,39867.125,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,19.0,10.0
27501,2024-10-02 08:33:19,2024-10-02 08:17:11,217,77,False,9.929,21.4,38,3.35,0.0,30,27,818.75,13.6,4.0,6829.43,11.938,40032.562,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,19.0,10.0
28001,2024-10-02 08:33:20,2024-10-02 08:17:13,217,77,False,9.786,21.652,38,3.383,0.0,31,27,824.5,13.6,4.0,6829.434,10.188,40226.781,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,19.0,10.0
28501,2024-10-02 08:33:20,2024-10-02 08:17:13,217,77,False,9.929,21.879,38,3.344,0.0,31,26,837.0,13.6,4.0,6829.438,8.438,40359.812,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,20.0,10.0
29001,2024-10-02 08:33:20,2024-10-02 08:17:13,217,77,False,9.929,22.436,38,3.383,0.0,31,26,844.25,13.6,4.0,6829.441,5.875,40529.25,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,20.0,10.0
29501,2024-10-02 08:33:20,2024-10-02 08:17:13,217,77,False,10.0,21.918,38,3.459,8.255,31,26,835.25,13.6,4.0,6829.441,11.562,40697.828,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,20.0,10.0
30001,2024-10-02 08:17:17,2024-10-02 08:17:15,217,77,True,9.857,22.471,42,5.176,18.942,31,27,874.0,13.5,4.0,6829.445,25.438,40909.828,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,21.0,10.0
30501,2024-10-02 08:17:17,2024-10-02 08:17:15,217,77,True,9.929,22.616,49,6.201,18.942,31,27,854.75,13.5,4.0,6829.449,37.25,41122.703,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,21.0,10.0
31001,2024-10-02 08:17:17,2024-10-02 08:17:15,217,77,True,9.857,21.923,55,5.922,13.242,31,27,878.0,13.5,4.0,6829.453,42.5,41432.5,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,21.0,10.0
31501,2024-10-02 08:17:17,2024-10-02 08:17:15,217,77,True,10.0,21.456,48,5.102,9.528,31,28,908.75,13.5,4.0,6829.457,30.938,41721.266,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,22.0,10.0
32001,2024-10-02 08:17:19,2024-10-02 08:17:17,217,77,True,9.929,21.272,43,4.639,6.967,31,29,928.0,13.6,4.0,6829.461,17.625,41945.172,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,23.0,10.0
32501,2024-10-02 08:17:19,2024-10-02 08:17:17,217,77,True,9.929,21.027,42,4.57,10.33,31,30,955.0,13.6,4.0,6829.465,19.375,42095.5,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,24.0,10.0
33001,2024-10-02 08:17:19,2024-10-02 08:17:17,217,77,True,9.929,21.316,41,4.33,10.284,31,30,953.0,13.6,4.0,6829.469,15.875,42273.641,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,24.0,10.0
33501,2024-10-02 08:17:19,2024-10-02 08:17:17,217,77,True,9.929,21.577,40,4.33,8.453,31,30,963.75,13.6,4.0,6829.473,14.25,42447.0,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,24.0,10.0
34001,2024-10-02 08:17:21,2024-10-02 08:17:19,217,77,True,9.929,21.811,40,4.504,8.453,31,31,989.0,13.6,4.0,6829.48,13.375,42638.047,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,25.0,10.0
34501,2024-10-02 08:17:21,2024-10-02 08:17:19,217,77,True,9.929,22.022,40,4.422,8.453,32,31,996.75,13.6,4.0,6829.484,13.188,42795.797,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,25.0,10.0
35001,2024-10-02 08:17:21,2024-10-02 08:17:19,217,77,True,10.0,22.212,39,4.541,8.383,32,32,1004.5,13.6,4.0,6829.488,12.938,42964.188,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,26.0,10.0
35501,2024-10-02 08:17:21,2024-10-02 08:17:19,217,77,True,9.929,22.148,40,3.75,0.0,32,32,1021.75,13.6,4.0,6829.492,-0.75,43142.703,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,26.0,10.0
36001,2024-10-02 08:17:23,2024-10-02 08:17:21,217,77,True,9.929,22.325,35,3.344,0.0,32,32,953.25,13.6,4.0,6829.496,-7.125,43313.984,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,26.0,10.0
36501,2024-10-02 08:17:23,2024-10-02 08:17:21,217,77,True,9.857,22.995,35,3.012,0.0,32,31,862.5,13.6,4.0,6829.5,0.125,43423.969,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,27.0,10.0
37001,2024-10-02 08:17:23,2024-10-02 08:17:21,217,77,True,9.857,23.676,35,2.783,0.0,32,30,829.5,13.6,4.0,6829.504,3.75,43547.734,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,28.0,10.0
37501,2024-10-02 08:17:23,2024-10-02 08:17:21,217,77,True,9.786,24.524,35,2.838,0.0,32,29,822.5,13.6,4.0,6829.508,4.312,43676.078,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,29.0,10.0
38001,2024-10-02 08:33:22,2024-10-02 08:17:23,217,77,False,9.929,25.169,35,2.844,0.0,32,28,829.5,13.6,4.0,6829.512,3.312,43814.156,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,30.0,10.0
38501,2024-10-02 08:33:22,2024-10-02 08:17:23,217,77,False,10.0,24.809,36,5.252,34.479,32,28,838.25,13.6,4.0,6829.516,22.5,43923.859,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,30.0,10.0
39001,2024-10-02 08:33:22,2024-10-02 08:17:23,217,77,False,9.786,24.721,73,13.141,31.918,32,29,697.5,12.8,5.0,6829.52,66.812,44148.312,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,31.0,11.0
39501,2024-10-02 08:33:22,2024-10-02 08:17:23,217,77,False,9.929,24.366,90,20.492,27.789,32,29,714.25,12.8,5.0,6829.523,75.938,44720.922,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,31.0,11.0
40001,2024-10-02 08:17:28,2024-10-02 08:17:25,217,77,True,9.714,23.694,83,11.83,21.082,32,30,764.0,12.8,5.0,6829.527,68.625,45364.562,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,32.0,11.0
40501,2024-10-02 08:17:28,2024-10-02 08:17:25,217,77,True,9.857,23.286,77,8.328,18.774,32,30,750.5,12.8,5.0,6829.531,64.438,45602.469,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,32.0,11.0
41001,2024-10-02 08:17:28,2024-10-02 08:17:25,217,77,True,10.0,22.879,68,7.723,18.21,32,31,755.5,13.0,5.0,6829.539,53.625,45817.797,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,33.0,11.0
41501,2024-10-02 08:17:28,2024-10-02 08:17:25,217,77,True,9.857,22.238,68,4.271,0.0,32,32,774.5,13.5,5.0,6829.543,42.875,46071.625,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,34.0,11.0
42001,2024-10-02 08:33:23,2024-10-02 08:17:27,217,77,False,9.929,21.465,36,2.979,0.0,33,32,850.0,13.6,5.0,6829.547,4.125,46181.344,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,34.0,11.0
42501,2024-10-02 08:33:23,2024-10-02 08:17:27,217,77,False,9.857,21.554,36,2.77,0.0,33,32,788.25,13.6,5.0,6829.551,8.5,46200.031,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,34.0,11.0
43001,2024-10-02 08:33:23,2024-10-02 08:17:27,217,77,False,9.786,21.163,36,2.803,0.0,33,32,813.0,13.6,5.0,6829.555,6.875,46279.984,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,34.0,11.0
43501,2024-10-02 08:33:23,2024-10-02 08:17:27,217,77,False,9.857,21.243,36,2.943,0.0,33,31,807.75,13.6,5.0,6829.559,7.312,46384.125,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,35.0,11.0
44001,2024-10-02 08:17:32,2024-10-02 08:17:29,217,77,True,9.857,21.55,36,2.9,0.0,33,29,805.25,13.6,4.0,6829.562,8.125,46535.094,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,37.0,12.0
44501,2024-10-02 08:17:32,2024-10-02 08:17:29,217,77,True,9.929,22.336,36,3.078,0.0,33,28,812.0,13.6,4.0,6829.566,8.375,46646.703,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,38.0,12.0
45001,2024-10-02 08:17:32,2024-10-02 08:17:29,217,77,True,9.857,22.887,37,3.045,0.0,33,26,820.25,13.6,4.0,6829.57,6.875,46783.344,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,40.0,12.0
45501,2024-10-02 08:17:32,2024-10-02 08:17:29,217,77,True,9.929,23.657,37,3.078,0.0,33,23,836.5,13.6,3.0,6829.574,6.312,46929.203,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,43.0,13.0
46001,2024-10-02 08:33:24,2024-10-02 08:17:31,217,74,False,9.929,22.821,37,3.045,0.0,33,22,838.0,13.6,3.0,6829.578,5.875,47098.719,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,44.0,13.0
46501,2024-10-02 08:33:24,2024-10-02 08:17:31,217,74,False,9.929,21.009,37,3.045,0.0,33,21,837.75,13.6,3.0,6829.582,6.375,47225.406,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,45.0,13.0
47001,2024-10-02 08:33:24,2024-10-02 08:17:31,217,74,False,9.929,19.379,37,3.32,0.0,33,20,835.25,13.6,3.0,6829.586,6.812,47373.359,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,46.0,13.0
47501,2024-10-02 08:33:24,2024-10-02 08:17:31,217,74,False,9.929,17.912,39,7.01,52.6,33,19,854.0,13.5,3.0,6829.586,29.812,47524.719,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,47.0,13.0
48001,2024-10-02 08:17:36,2024-10-02 08:17:33,217,74,True,9.857,16.591,91,25.963,53.503,33,20,912.5,13.0,3.0,6829.59,80.938,48070.438,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,48.0,13.0
48501,2024-10-02 08:17:36,2024-10-02 08:17:33,217,74,True,9.643,15.403,92,32.84,53.503,33,20,858.0,12.9,3.0,6829.594,81.812,48682.797,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,48.0,13.0
49001,2024-10-02 08:17:36,2024-10-02 08:17:33,217,74,True,9.929,14.921,93,44.119,54.602,33,19,955.75,12.8,3.0,6829.594,83.188,49233.094,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,49.0,13.0
49501,2024-10-02 08:17:36,2024-10-02 08:17:33,217,74,True,9.857,14.488,53,3.783,0.0,33,19,1253.0,13.6,2.0,6829.598,7.562,49728.547,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,0.0,26,49.0,14.0
50001,2024-10-02 08:33:27,2024-10-02 08:17:35,217,74,False,9.929,14.215,50,13.184,64.194,33,18,1200.25,13.5,2.0,6829.602,59.75,49762.438,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,343.3962264150068,26,50.0,14.0
50501,2024-10-02 08:33:27,2024-10-02 08:17:35,217,74,False,9.857,13.97,90,28.051,64.194,33,18,1136.75,13.5,2.0,6829.602,88.125,50287.891,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,343.3962264150068,26,50.0,14.0
51001,2024-10-02 08:33:27,2024-10-02 08:17:35,217,74,False,9.857,13.75,94,40.898,67.847,33,18,1356.25,13.2,2.0,6829.605,90.625,51166.422,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,343.3962264150068,26,50.0,14.0
51501,2024-10-02 08:33:27,2024-10-02 08:17:35,217,74,False,9.857,13.63,96,63.332,69.11,33,17,1535.75,13.0,2.0,6829.609,89.812,51969.859,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,343.3962264150068,26,51.0,14.0
52001,2024-10-02 08:17:40,2024-10-02 08:17:37,217,74,True,9.929,13.482,99,70.215,0.0,33,18,1138.5,13.6,2.0,6829.609,89.625,52891.547,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,343.3962264150068,26,52.0,14.0
52501,2024-10-02 08:17:40,2024-10-02 08:17:37,217,74,True,9.857,13.35,37,7.619,75.961,34,17,1773.0,13.8,1.0,6829.613,19.0,53320.312,0.39,,,,,,,,0,0.0,0.0,0,244.96,0.0,343.3962264150068,26,53.0,15.0
